frame,seconds,midi,note,velocity,instrument,pan
5945,198.167,67,G4,0.22,0,-0.24
5950,198.333,64,E4,0.22,0,-0.24
5955,198.500,67,G4,0.22,0,-0.24
5960,198.667,60,C4,0.22,0,-0.24
5965,198.833,67,G4,0.22,0,-0.24
5970,199.000,64,E4,0.22,0,-0.24
5975,199.167,67,G4,0.22,0,-0.24
5980,199.333,60,C4,0.22,0,-0.24
5985,199.500,67,G4,0.22,0,-0.24
5990,199.667,64,E4,0.22,0,-0.24
5995,199.833,67,G4,0.22,0,-0.24
5940,198.000,0,C-1,0.1,2,0
5955,198.500,0,C-1,0.1,3,0
5970,199.000,0,C-1,0.1,2,0
5985,199.500,0,C-1,0.1,3,0
6000,200.000,79,G5,0.67,0,0.16
6015,200.500,76,E5,0.48,0,0.16
6030,201.000,74,D5,0.67,0,0.16
6045,201.500,72,C5,0.48,0,0.16
6000,200.000,36,C2,0.6,1,-0.12
6030,201.000,43,G2,0.39,1,-0.12
6000,200.000,60,C4,0.22,0,-0.24
6005,200.167,67,G4,0.22,0,-0.24
6010,200.333,64,E4,0.22,0,-0.24
6015,200.500,67,G4,0.22,0,-0.24
6020,200.667,60,C4,0.22,0,-0.24
6025,200.833,67,G4,0.22,0,-0.24
6030,201.000,64,E4,0.22,0,-0.24
6035,201.167,67,G4,0.22,0,-0.24
6040,201.333,60,C4,0.22,0,-0.24
6045,201.500,67,G4,0.22,0,-0.24
6050,201.667,64,E4,0.22,0,-0.24
6055,201.833,67,G4,0.22,0,-0.24
6000,200.000,0,C-1,0.1,2,0
6015,200.500,0,C-1,0.1,3,0
6030,201.000,0,C-1,0.1,2,0
6045,201.500,0,C-1,0.1,3,0
6060,202.000,77,F5,0.67,0,0.16
6075,202.500,79,G5,0.48,0,0.16
6090,203.000,81,A5,0.67,0,0.16
6105,203.500,77,F5,0.48,0,0.16
6060,202.000,41,F2,0.6,1,-0.12
6090,203.000,48,C3,0.39,1,-0.12
6060,202.000,65,F4,0.22,0,-0.24
6065,202.167,72,C5,0.22,0,-0.24
6070,202.333,69,A4,0.22,0,-0.24
6075,202.500,72,C5,0.22,0,-0.24
6080,202.667,65,F4,0.22,0,-0.24
6085,202.833,72,C5,0.22,0,-0.24
6090,203.000,69,A4,0.22,0,-0.24
6095,203.167,72,C5,0.22,0,-0.24
6100,203.333,65,F4,0.22,0,-0.24
6105,203.500,72,C5,0.22,0,-0.24
6110,203.667,69,A4,0.22,0,-0.24
6115,203.833,72,C5,0.22,0,-0.24
6060,202.000,0,C-1,0.1,2,0
6075,202.500,0,C-1,0.1,3,0
6090,203.000,0,C-1,0.1,2,0
6105,203.500,0,C-1,0.1,3,0
6120,204.000,79,G5,0.67,0,0.16
6135,204.500,77,F5,0.48,0,0.16
6150,205.000,74,D5,0.67,0,0.16
6165,205.500,79,G5,0.48,0,0.16
6120,204.000,43,G2,0.6,1,-0.12
6150,205.000,50,D3,0.39,1,-0.12
6120,204.000,67,G4,0.22,0,-0.24
6125,204.167,74,D5,0.22,0,-0.24
6130,204.333,71,B4,0.22,0,-0.24
6135,204.500,74,D5,0.22,0,-0.24
6140,204.667,67,G4,0.22,0,-0.24
6145,204.833,74,D5,0.22,0,-0.24
6150,205.000,71,B4,0.22,0,-0.24
6155,205.167,74,D5,0.22,0,-0.24
6160,205.333,67,G4,0.22,0,-0.24
6165,205.500,74,D5,0.22,0,-0.24
6170,205.667,71,B4,0.22,0,-0.24
6175,205.833,74,D5,0.22,0,-0.24
6120,204.000,0,C-1,0.1,2,0
6135,204.500,0,C-1,0.1,3,0
6150,205.000,0,C-1,0.1,2,0
6165,205.500,0,C-1,0.1,3,0
6180,206.000,76,E5,0.67,0,0.16
6195,206.500,74,D5,0.48,0,0.16
6210,207.000,72,C5,0.67,0,0.16
6225,207.500,72,C5,0.48,0,0.16
6180,206.000,36,C2,0.6,1,-0.12
6210,207.000,43,G2,0.39,1,-0.12
6180,206.000,60,C4,0.22,0,-0.24
6185,206.167,67,G4,0.22,0,-0.24
6190,206.333,64,E4,0.22,0,-0.24
6195,206.500,67,G4,0.22,0,-0.24
6200,206.667,60,C4,0.22,0,-0.24
6205,206.833,67,G4,0.22,0,-0.24
6210,207.000,64,E4,0.22,0,-0.24
6215,207.167,67,G4,0.22,0,-0.24
6220,207.333,60,C4,0.22,0,-0.24
6225,207.500,67,G4,0.22,0,-0.24
6230,207.667,64,E4,0.22,0,-0.24
6235,207.833,67,G4,0.22,0,-0.24
6180,206.000,0,C-1,0.1,2,0
6195,206.500,0,C-1,0.1,3,0
6210,207.000,0,C-1,0.1,2,0
6225,207.500,0,C-1,0.1,3,0
6240,208.000,76,E5,0.67,0,0.16
6255,208.500,74,D5,0.48,0,0.16
6270,209.000,72,C5,0.67,0,0.16
6285,209.500,76,E5,0.48,0,0.16
6240,208.000,36,C2,0.6,1,-0.12
6270,209.000,43,G2,0.39,1,-0.12
6240,208.000,60,C4,0.22,0,-0.24
6245,208.167,67,G4,0.22,0,-0.24
6250,208.333,64,E4,0.22,0,-0.24
6255,208.500,67,G4,0.22,0,-0.24
6260,208.667,60,C4,0.22,0,-0.24
6265,208.833,67,G4,0.22,0,-0.24
6270,209.000,64,E4,0.22,0,-0.24
6275,209.167,67,G4,0.22,0,-0.24
6280,209.333,60,C4,0.22,0,-0.24
6285,209.500,67,G4,0.22,0,-0.24
6290,209.667,64,E4,0.22,0,-0.24
6295,209.833,67,G4,0.22,0,-0.24
6240,208.000,0,C-1,0.1,2,0
6255,208.500,0,C-1,0.1,3,0
6270,209.000,0,C-1,0.1,2,0
6285,209.500,0,C-1,0.1,3,0
6300,210.000,77,F5,0.67,0,0.16
6315,210.500,76,E5,0.48,0,0.16
6330,211.000,74,D5,0.67,0,0.16
6345,211.500,72,C5,0.48,0,0.16
6300,210.000,41,F2,0.6,1,-0.12
6330,211.000,48,C3,0.39,1,-0.12
6300,210.000,65,F4,0.22,0,-0.24
6305,210.167,72,C5,0.22,0,-0.24
6310,210.333,69,A4,0.22,0,-0.24
6315,210.500,72,C5,0.22,0,-0.24
6320,210.667,65,F4,0.22,0,-0.24
6325,210.833,72,C5,0.22,0,-0.24
6330,211.000,69,A4,0.22,0,-0.24
6335,211.167,72,C5,0.22,0,-0.24
6340,211.333,65,F4,0.22,0,-0.24
6345,211.500,72,C5,0.22,0,-0.24
6350,211.667,69,A4,0.22,0,-0.24
6355,211.833,72,C5,0.22,0,-0.24
6300,210.000,0,C-1,0.1,2,0
6315,210.500,0,C-1,0.1,3,0
6330,211.000,0,C-1,0.1,2,0
6345,211.500,0,C-1,0.1,3,0
6360,212.000,74,D5,0.67,0,0.16
6375,212.500,76,E5,0.48,0,0.16
6390,213.000,74,D5,0.67,0,0.16
6405,213.500,79,G5,0.48,0,0.16
6360,212.000,43,G2,0.6,1,-0.12
6390,213.000,50,D3,0.39,1,-0.12
6360,212.000,67,G4,0.22,0,-0.24
6365,212.167,74,D5,0.22,0,-0.24
6370,212.333,71,B4,0.22,0,-0.24
6375,212.500,74,D5,0.22,0,-0.24
6380,212.667,67,G4,0.22,0,-0.24
6385,212.833,74,D5,0.22,0,-0.24
6390,213.000,71,B4,0.22,0,-0.24
6395,213.167,74,D5,0.22,0,-0.24
6400,213.333,67,G4,0.22,0,-0.24
6405,213.500,74,D5,0.22,0,-0.24
6410,213.667,71,B4,0.22,0,-0.24
6415,213.833,74,D5,0.22,0,-0.24
6360,212.000,0,C-1,0.1,2,0
6375,212.500,0,C-1,0.1,3,0
6390,213.000,0,C-1,0.1,2,0
6405,213.500,0,C-1,0.1,3,0
6420,214.000,76,E5,0.67,0,0.16
6435,214.500,74,D5,0.48,0,0.16
6450,215.000,72,C5,0.67,0,0.16
6465,215.500,72,C5,0.48,0,0.16
6420,214.000,36,C2,0.6,1,-0.12
6450,215.000,43,G2,0.39,1,-0.12
6420,214.000,60,C4,0.22,0,-0.24
6425,214.167,67,G4,0.22,0,-0.24
6430,214.333,64,E4,0.22,0,-0.24
6435,214.500,67,G4,0.22,0,-0.24
6440,214.667,60,C4,0.22,0,-0.24
6445,214.833,67,G4,0.22,0,-0.24
6450,215.000,64,E4,0.22,0,-0.24
6455,215.167,67,G4,0.22,0,-0.24
6460,215.333,60,C4,0.22,0,-0.24
6465,215.500,67,G4,0.22,0,-0.24
6470,215.667,64,E4,0.22,0,-0.24
6475,215.833,67,G4,0.22,0,-0.24
6420,214.000,0,C-1,0.1,2,0
6435,214.500,0,C-1,0.1,3,0
6450,215.000,0,C-1,0.1,2,0
6465,215.500,0,C-1,0.1,3,0
6480,216.000,79,G5,0.67,0,0.16
6495,216.500,76,E5,0.48,0,0.16
6510,217.000,74,D5,0.67,0,0.16
6525,217.500,72,C5,0.48,0,0.16
6480,216.000,36,C2,0.6,1,-0.12
6510,217.000,43,G2,0.39,1,-0.12
6480,216.000,60,C4,0.22,0,-0.24
6485,216.167,67,G4,0.22,0,-0.24
6490,216.333,64,E4,0.22,0,-0.24
6495,216.500,67,G4,0.22,0,-0.24
6500,216.667,60,C4,0.22,0,-0.24
6505,216.833,67,G4,0.22,0,-0.24
6510,217.000,64,E4,0.22,0,-0.24
6515,217.167,67,G4,0.22,0,-0.24
6520,217.333,60,C4,0.22,0,-0.24
6525,217.500,67,G4,0.22,0,-0.24
6530,217.667,64,E4,0.22,0,-0.24
6535,217.833,67,G4,0.22,0,-0.24
6480,216.000,0,C-1,0.1,2,0
6495,216.500,0,C-1,0.1,3,0
6510,217.000,0,C-1,0.1,2,0
6525,217.500,0,C-1,0.1,3,0
6540,218.000,77,F5,0.67,0,0.16
6555,218.500,79,G5,0.48,0,0.16
6570,219.000,81,A5,0.67,0,0.16
6585,219.500,77,F5,0.48,0,0.16
6540,218.000,41,F2,0.6,1,-0.12
6570,219.000,48,C3,0.39,1,-0.12
6540,218.000,65,F4,0.22,0,-0.24
6545,218.167,72,C5,0.22,0,-0.24
6550,218.333,69,A4,0.22,0,-0.24
6555,218.500,72,C5,0.22,0,-0.24
6560,218.667,65,F4,0.22,0,-0.24
6565,218.833,72,C5,0.22,0,-0.24
6570,219.000,69,A4,0.22,0,-0.24
6575,219.167,72,C5,0.22,0,-0.24
6580,219.333,65,F4,0.22,0,-0.24
6585,219.500,72,C5,0.22,0,-0.24
6590,219.667,69,A4,0.22,0,-0.24
6595,219.833,72,C5,0.22,0,-0.24
6540,218.000,0,C-1,0.1,2,0
6555,218.500,0,C-1,0.1,3,0
6570,219.000,0,C-1,0.1,2,0
6585,219.500,0,C-1,0.1,3,0
6600,220.000,79,G5,0.67,0,0.16
6615,220.500,77,F5,0.48,0,0.16
6630,221.000,74,D5,0.67,0,0.16
6645,221.500,79,G5,0.48,0,0.16
6600,220.000,43,G2,0.6,1,-0.12
6630,221.000,50,D3,0.39,1,-0.12
6600,220.000,67,G4,0.22,0,-0.24
6605,220.167,74,D5,0.22,0,-0.24
6610,220.333,71,B4,0.22,0,-0.24
6615,220.500,74,D5,0.22,0,-0.24
6620,220.667,67,G4,0.22,0,-0.24
6625,220.833,74,D5,0.22,0,-0.24
6630,221.000,71,B4,0.22,0,-0.24
6635,221.167,74,D5,0.22,0,-0.24
6640,221.333,67,G4,0.22,0,-0.24
6645,221.500,74,D5,0.22,0,-0.24
6650,221.667,71,B4,0.22,0,-0.24
6655,221.833,74,D5,0.22,0,-0.24
6600,220.000,0,C-1,0.1,2,0
6615,220.500,0,C-1,0.1,3,0
6630,221.000,0,C-1,0.1,2,0
6645,221.500,0,C-1,0.1,3,0
6660,222.000,76,E5,0.67,0,0.16
6675,222.500,74,D5,0.48,0,0.16
6690,223.000,72,C5,0.67,0,0.16
6705,223.500,72,C5,0.48,0,0.16
6660,222.000,36,C2,0.6,1,-0.12
6690,223.000,43,G2,0.39,1,-0.12
6660,222.000,60,C4,0.22,0,-0.24
6665,222.167,67,G4,0.22,0,-0.24
6670,222.333,64,E4,0.22,0,-0.24
6675,222.500,67,G4,0.22,0,-0.24
6680,222.667,60,C4,0.22,0,-0.24
6685,222.833,67,G4,0.22,0,-0.24
6690,223.000,64,E4,0.22,0,-0.24
6695,223.167,67,G4,0.22,0,-0.24
6700,223.333,60,C4,0.22,0,-0.24
6705,223.500,67,G4,0.22,0,-0.24
6710,223.667,64,E4,0.22,0,-0.24
6715,223.833,67,G4,0.22,0,-0.24
6660,222.000,0,C-1,0.1,2,0
6675,222.500,0,C-1,0.1,3,0
6690,223.000,0,C-1,0.1,2,0
6705,223.500,0,C-1,0.1,3,0
6720,224.000,76,E5,0.67,0,0.16
6735,224.500,74,D5,0.48,0,0.16
6750,225.000,72,C5,0.67,0,0.16
6765,225.500,76,E5,0.48,0,0.16
6720,224.000,36,C2,0.6,1,-0.12
6750,225.000,43,G2,0.39,1,-0.12
6720,224.000,60,C4,0.22,0,-0.24
6725,224.167,67,G4,0.22,0,-0.24
6730,224.333,64,E4,0.22,0,-0.24
6735,224.500,67,G4,0.22,0,-0.24
6740,224.667,60,C4,0.22,0,-0.24
6745,224.833,67,G4,0.22,0,-0.24
6750,225.000,64,E4,0.22,0,-0.24
6755,225.167,67,G4,0.22,0,-0.24
6760,225.333,60,C4,0.22,0,-0.24
6765,225.500,67,G4,0.22,0,-0.24
6770,225.667,64,E4,0.22,0,-0.24
6775,225.833,67,G4,0.22,0,-0.24
6720,224.000,0,C-1,0.1,2,0
6735,224.500,0,C-1,0.1,3,0
6750,225.000,0,C-1,0.1,2,0
6765,225.500,0,C-1,0.1,3,0
6780,226.000,77,F5,0.67,0,0.16
6795,226.500,76,E5,0.48,0,0.16
6810,227.000,74,D5,0.67,0,0.16
6825,227.500,72,C5,0.48,0,0.16
6780,226.000,41,F2,0.6,1,-0.12
6810,227.000,48,C3,0.39,1,-0.12
6780,226.000,65,F4,0.22,0,-0.24
6785,226.167,72,C5,0.22,0,-0.24
6790,226.333,69,A4,0.22,0,-0.24
6795,226.500,72,C5,0.22,0,-0.24
6800,226.667,65,F4,0.22,0,-0.24
6805,226.833,72,C5,0.22,0,-0.24
6810,227.000,69,A4,0.22,0,-0.24
6815,227.167,72,C5,0.22,0,-0.24
6820,227.333,65,F4,0.22,0,-0.24
6825,227.500,72,C5,0.22,0,-0.24
6830,227.667,69,A4,0.22,0,-0.24
6835,227.833,72,C5,0.22,0,-0.24
6780,226.000,0,C-1,0.1,2,0
6795,226.500,0,C-1,0.1,3,0
6810,227.000,0,C-1,0.1,2,0
6825,227.500,0,C-1,0.1,3,0
6840,228.000,74,D5,0.67,0,0.16
6855,228.500,76,E5,0.48,0,0.16
6870,229.000,74,D5,0.67,0,0.16
6885,229.500,79,G5,0.48,0,0.16
6840,228.000,43,G2,0.6,1,-0.12
6870,229.000,50,D3,0.39,1,-0.12
6840,228.000,67,G4,0.22,0,-0.24
6845,228.167,74,D5,0.22,0,-0.24
6850,228.333,71,B4,0.22,0,-0.24
6855,228.500,74,D5,0.22,0,-0.24
6860,228.667,67,G4,0.22,0,-0.24
6865,228.833,74,D5,0.22,0,-0.24
6870,229.000,71,B4,0.22,0,-0.24
6875,229.167,74,D5,0.22,0,-0.24
6880,229.333,67,G4,0.22,0,-0.24
6885,229.500,74,D5,0.22,0,-0.24
6890,229.667,71,B4,0.22,0,-0.24
6895,229.833,74,D5,0.22,0,-0.24
6840,228.000,0,C-1,0.1,2,0
6855,228.500,0,C-1,0.1,3,0
6870,229.000,0,C-1,0.1,2,0
6885,229.500,0,C-1,0.1,3,0
6900,230.000,76,E5,0.67,0,0.16
6915,230.500,74,D5,0.48,0,0.16
6930,231.000,72,C5,0.67,0,0.16
6945,231.500,72,C5,0.48,0,0.16
6900,230.000,36,C2,0.6,1,-0.12
6930,231.000,43,G2,0.39,1,-0.12
6900,230.000,60,C4,0.22,0,-0.24
6905,230.167,67,G4,0.22,0,-0.24
6910,230.333,64,E4,0.22,0,-0.24
6915,230.500,67,G4,0.22,0,-0.24
6920,230.667,60,C4,0.22,0,-0.24
6925,230.833,67,G4,0.22,0,-0.24
6930,231.000,64,E4,0.22,0,-0.24
6935,231.167,67,G4,0.22,0,-0.24
6940,231.333,60,C4,0.22,0,-0.24
6945,231.500,67,G4,0.22,0,-0.24
6950,231.667,64,E4,0.22,0,-0.24
6955,231.833,67,G4,0.22,0,-0.24
6900,230.000,0,C-1,0.1,2,0
6915,230.500,0,C-1,0.1,3,0
6930,231.000,0,C-1,0.1,2,0
6945,231.500,0,C-1,0.1,3,0
6960,232.000,79,G5,0.67,0,0.16
6975,232.500,76,E5,0.48,0,0.16
6990,233.000,74,D5,0.67,0,0.16
7005,233.500,72,C5,0.48,0,0.16
6960,232.000,36,C2,0.6,1,-0.12
6990,233.000,43,G2,0.39,1,-0.12
6960,232.000,60,C4,0.22,0,-0.24
6965,232.167,67,G4,0.22,0,-0.24
6970,232.333,64,E4,0.22,0,-0.24
6975,232.500,67,G4,0.22,0,-0.24
6980,232.667,60,C4,0.22,0,-0.24
6985,232.833,67,G4,0.22,0,-0.24
6990,233.000,64,E4,0.22,0,-0.24
6995,233.167,67,G4,0.22,0,-0.24
7000,233.333,60,C4,0.22,0,-0.24
7005,233.500,67,G4,0.22,0,-0.24
7010,233.667,64,E4,0.22,0,-0.24
7015,233.833,67,G4,0.22,0,-0.24
6960,232.000,0,C-1,0.1,2,0
6975,232.500,0,C-1,0.1,3,0
6990,233.000,0,C-1,0.1,2,0
7005,233.500,0,C-1,0.1,3,0
7020,234.000,77,F5,0.67,0,0.16
7035,234.500,79,G5,0.48,0,0.16
7050,235.000,81,A5,0.67,0,0.16
7065,235.500,77,F5,0.48,0,0.16
7020,234.000,41,F2,0.6,1,-0.12
7050,235.000,48,C3,0.39,1,-0.12
7020,234.000,65,F4,0.22,0,-0.24
7025,234.167,72,C5,0.22,0,-0.24
7030,234.333,69,A4,0.22,0,-0.24
7035,234.500,72,C5,0.22,0,-0.24
7040,234.667,65,F4,0.22,0,-0.24
7045,234.833,72,C5,0.22,0,-0.24
7050,235.000,69,A4,0.22,0,-0.24
7055,235.167,72,C5,0.22,0,-0.24
7060,235.333,65,F4,0.22,0,-0.24
7065,235.500,72,C5,0.22,0,-0.24
7070,235.667,69,A4,0.22,0,-0.24
7075,235.833,72,C5,0.22,0,-0.24
7020,234.000,0,C-1,0.1,2,0
7035,234.500,0,C-1,0.1,3,0
7050,235.000,0,C-1,0.1,2,0
7065,235.500,0,C-1,0.1,3,0
7080,236.000,79,G5,0.67,0,0.16
7095,236.500,77,F5,0.48,0,0.16
7110,237.000,74,D5,0.67,0,0.16
7125,237.500,79,G5,0.48,0,0.16
7080,236.000,43,G2,0.6,1,-0.12
7110,237.000,50,D3,0.39,1,-0.12
7080,236.000,67,G4,0.22,0,-0.24
7085,236.167,74,D5,0.22,0,-0.24
7090,236.333,71,B4,0.22,0,-0.24
7095,236.500,74,D5,0.22,0,-0.24
7100,236.667,67,G4,0.22,0,-0.24
7105,236.833,74,D5,0.22,0,-0.24
7110,237.000,71,B4,0.22,0,-0.24
7115,237.167,74,D5,0.22,0,-0.24
7120,237.333,67,G4,0.22,0,-0.24
7125,237.500,74,D5,0.22,0,-0.24
7130,237.667,71,B4,0.22,0,-0.24
7135,237.833,74,D5,0.22,0,-0.24
7080,236.000,0,C-1,0.1,2,0
7095,236.500,0,C-1,0.1,3,0
7110,237.000,0,C-1,0.1,2,0
7125,237.500,0,C-1,0.1,3,0
7140,238.000,76,E5,0.67,0,0.16
7155,238.500,74,D5,0.48,0,0.16
7170,239.000,72,C5,0.67,0,0.16
7185,239.500,72,C5,0.48,0,0.16
7140,238.000,36,C2,0.6,1,-0.12
7170,239.000,43,G2,0.39,1,-0.12
7140,238.000,60,C4,0.22,0,-0.24
7145,238.167,67,G4,0.22,0,-0.24
7150,238.333,64,E4,0.22,0,-0.24
7155,238.500,67,G4,0.22,0,-0.24
7160,238.667,60,C4,0.22,0,-0.24
7165,238.833,67,G4,0.22,0,-0.24
7170,239.000,64,E4,0.22,0,-0.24
7175,239.167,67,G4,0.22,0,-0.24
7180,239.333,60,C4,0.22,0,-0.24
7185,239.500,67,G4,0.22,0,-0.24
7190,239.667,64,E4,0.22,0,-0.24
7195,239.833,67,G4,0.22,0,-0.24
7140,238.000,0,C-1,0.1,2,0
7155,238.500,0,C-1,0.1,3,0
7170,239.000,0,C-1,0.1,2,0
7185,239.500,0,C-1,0.1,3,0
7200,240.000,76,E5,0.67,0,0.16
7215,240.500,74,D5,0.48,0,0.16
7230,241.000,72,C5,0.67,0,0.16
7245,241.500,76,E5,0.48,0,0.16
7200,240.000,36,C2,0.6,1,-0.12
7230,241.000,43,G2,0.39,1,-0.12
7200,240.000,60,C4,0.22,0,-0.24
7205,240.167,67,G4,0.22,0,-0.24
7210,240.333,64,E4,0.22,0,-0.24
7215,240.500,67,G4,0.22,0,-0.24
7220,240.667,60,C4,0.22,0,-0.24
7225,240.833,67,G4,0.22,0,-0.24
7230,241.000,64,E4,0.22,0,-0.24
7235,241.167,67,G4,0.22,0,-0.24
7240,241.333,60,C4,0.22,0,-0.24
7245,241.500,67,G4,0.22,0,-0.24
7250,241.667,64,E4,0.22,0,-0.24
7255,241.833,67,G4,0.22,0,-0.24
7200,240.000,0,C-1,0.1,2,0
7215,240.500,0,C-1,0.1,3,0
7230,241.000,0,C-1,0.1,2,0
7245,241.500,0,C-1,0.1,3,0
7260,242.000,77,F5,0.67,0,0.16
7275,242.500,76,E5,0.48,0,0.16
7290,243.000,74,D5,0.67,0,0.16
7305,243.500,72,C5,0.48,0,0.16
7260,242.000,41,F2,0.6,1,-0.12
7290,243.000,48,C3,0.39,1,-0.12
7260,242.000,65,F4,0.22,0,-0.24
7265,242.167,72,C5,0.22,0,-0.24
7270,242.333,69,A4,0.22,0,-0.24
7275,242.500,72,C5,0.22,0,-0.24
7280,242.667,65,F4,0.22,0,-0.24
7285,242.833,72,C5,0.22,0,-0.24
7290,243.000,69,A4,0.22,0,-0.24
7295,243.167,72,C5,0.22,0,-0.24
7300,243.333,65,F4,0.22,0,-0.24
7305,243.500,72,C5,0.22,0,-0.24
7310,243.667,69,A4,0.22,0,-0.24
7315,243.833,72,C5,0.22,0,-0.24
7260,242.000,0,C-1,0.1,2,0
7275,242.500,0,C-1,0.1,3,0
7290,243.000,0,C-1,0.1,2,0
7305,243.500,0,C-1,0.1,3,0
7320,244.000,74,D5,0.67,0,0.16
7335,244.500,76,E5,0.48,0,0.16
7350,245.000,74,D5,0.67,0,0.16
7365,245.500,79,G5,0.48,0,0.16
7320,244.000,43,G2,0.6,1,-0.12
7350,245.000,50,D3,0.39,1,-0.12
7320,244.000,67,G4,0.22,0,-0.24
7325,244.167,74,D5,0.22,0,-0.24
7330,244.333,71,B4,0.22,0,-0.24
7335,244.500,74,D5,0.22,0,-0.24
7340,244.667,67,G4,0.22,0,-0.24
7345,244.833,74,D5,0.22,0,-0.24
7350,245.000,71,B4,0.22,0,-0.24
7355,245.167,74,D5,0.22,0,-0.24
7360,245.333,67,G4,0.22,0,-0.24
7365,245.500,74,D5,0.22,0,-0.24
7370,245.667,71,B4,0.22,0,-0.24
7375,245.833,74,D5,0.22,0,-0.24
7320,244.000,0,C-1,0.1,2,0
7335,244.500,0,C-1,0.1,3,0
7350,245.000,0,C-1,0.1,2,0
7365,245.500,0,C-1,0.1,3,0
7380,246.000,76,E5,0.67,0,0.16
7395,246.500,74,D5,0.48,0,0.16
7410,247.000,72,C5,0.67,0,0.16
7425,247.500,72,C5,0.48,0,0.16
7380,246.000,36,C2,0.6,1,-0.12
7410,247.000,43,G2,0.39,1,-0.12
7380,246.000,60,C4,0.22,0,-0.24
7385,246.167,67,G4,0.22,0,-0.24
7390,246.333,64,E4,0.22,0,-0.24
7395,246.500,67,G4,0.22,0,-0.24
7400,246.667,60,C4,0.22,0,-0.24
7405,246.833,67,G4,0.22,0,-0.24
7410,247.000,64,E4,0.22,0,-0.24
7415,247.167,67,G4,0.22,0,-0.24
7420,247.333,60,C4,0.22,0,-0.24
7425,247.500,67,G4,0.22,0,-0.24
7430,247.667,64,E4,0.22,0,-0.24
7435,247.833,67,G4,0.22,0,-0.24
7380,246.000,0,C-1,0.1,2,0
7395,246.500,0,C-1,0.1,3,0
7410,247.000,0,C-1,0.1,2,0
7425,247.500,0,C-1,0.1,3,0
7440,248.000,79,G5,0.67,0,0.16
7455,248.500,76,E5,0.48,0,0.16
7470,249.000,74,D5,0.67,0,0.16
7485,249.500,72,C5,0.48,0,0.16
7440,248.000,36,C2,0.6,1,-0.12
7470,249.000,43,G2,0.39,1,-0.12
7440,248.000,60,C4,0.22,0,-0.24
7445,248.167,67,G4,0.22,0,-0.24
7450,248.333,64,E4,0.22,0,-0.24
7455,248.500,67,G4,0.22,0,-0.24
7460,248.667,60,C4,0.22,0,-0.24
7465,248.833,67,G4,0.22,0,-0.24
7470,249.000,64,E4,0.22,0,-0.24
7475,249.167,67,G4,0.22,0,-0.24
7480,249.333,60,C4,0.22,0,-0.24
7485,249.500,67,G4,0.22,0,-0.24
7490,249.667,64,E4,0.22,0,-0.24
7495,249.833,67,G4,0.22,0,-0.24
7440,248.000,0,C-1,0.1,2,0
7455,248.500,0,C-1,0.1,3,0
7470,249.000,0,C-1,0.1,2,0
7485,249.500,0,C-1,0.1,3,0
7500,250.000,77,F5,0.67,0,0.16
7515,250.500,79,G5,0.48,0,0.16
7530,251.000,81,A5,0.67,0,0.16
7545,251.500,77,F5,0.48,0,0.16
7500,250.000,41,F2,0.6,1,-0.12
7530,251.000,48,C3,0.39,1,-0.12
7500,250.000,65,F4,0.22,0,-0.24
7505,250.167,72,C5,0.22,0,-0.24
7510,250.333,69,A4,0.22,0,-0.24
7515,250.500,72,C5,0.22,0,-0.24
7520,250.667,65,F4,0.22,0,-0.24
7525,250.833,72,C5,0.22,0,-0.24
7530,251.000,69,A4,0.22,0,-0.24
7535,251.167,72,C5,0.22,0,-0.24
7540,251.333,65,F4,0.22,0,-0.24
7545,251.500,72,C5,0.22,0,-0.24
7550,251.667,69,A4,0.22,0,-0.24
7555,251.833,72,C5,0.22,0,-0.24
7500,250.000,0,C-1,0.1,2,0
7515,250.500,0,C-1,0.1,3,0
7530,251.000,0,C-1,0.1,2,0
7545,251.500,0,C-1,0.1,3,0
7560,252.000,79,G5,0.67,0,0.16
7575,252.500,77,F5,0.48,0,0.16
7590,253.000,74,D5,0.67,0,0.16
7605,253.500,79,G5,0.48,0,0.16
7560,252.000,43,G2,0.6,1,-0.12
7590,253.000,50,D3,0.39,1,-0.12
7560,252.000,67,G4,0.22,0,-0.24
7565,252.167,74,D5,0.22,0,-0.24
7570,252.333,71,B4,0.22,0,-0.24
7575,252.500,74,D5,0.22,0,-0.24
7580,252.667,67,G4,0.22,0,-0.24
7585,252.833,74,D5,0.22,0,-0.24
7590,253.000,71,B4,0.22,0,-0.24
7595,253.167,74,D5,0.22,0,-0.24
7600,253.333,67,G4,0.22,0,-0.24
7605,253.500,74,D5,0.22,0,-0.24
7610,253.667,71,B4,0.22,0,-0.24
7615,253.833,74,D5,0.22,0,-0.24
7560,252.000,0,C-1,0.1,2,0
7575,252.500,0,C-1,0.1,3,0
7590,253.000,0,C-1,0.1,2,0
7605,253.500,0,C-1,0.1,3,0
7620,254.000,76,E5,0.67,0,0.16
7635,254.500,74,D5,0.48,0,0.16
7650,255.000,72,C5,0.67,0,0.16
7665,255.500,72,C5,0.48,0,0.16
7620,254.000,36,C2,0.6,1,-0.12
7650,255.000,43,G2,0.39,1,-0.12
7620,254.000,60,C4,0.22,0,-0.24
7625,254.167,67,G4,0.22,0,-0.24
7630,254.333,64,E4,0.22,0,-0.24
7635,254.500,67,G4,0.22,0,-0.24
7640,254.667,60,C4,0.22,0,-0.24
7645,254.833,67,G4,0.22,0,-0.24
7650,255.000,64,E4,0.22,0,-0.24
